id,workspace_slug,category,title,our_need,example_response,expected_document,status
93187843-2729-45f9-a0fe-419fa9213186,jondo,Legal & Compliance,Contract and terms,"What we need
Please provide contract, terms and commercial conditions applicable to the partnership.

Why this matters
Legal and commercial terms must be validated before launch.

Example / expected format
Master agreement, commercial terms, product terms, shipping terms, compensation terms.","Master agreement, commercial terms, product terms, shipping terms, compensation terms.",Attach supporting document or sample if available.,Waiting Supplier
6c59249f-9fd8-488e-a4fd-0c036f293fd9,shineon,Legal & Compliance,Contract and terms,"What we need
Please provide contract, terms and commercial conditions applicable to the partnership.

Why this matters
Legal and commercial terms must be validated before launch.

Example / expected format
Master agreement, commercial terms, product terms, shipping terms, compensation terms.","Master agreement, commercial terms, product terms, shipping terms, compensation terms.",Attach supporting document or sample if available.,Waiting Supplier
32080409-498a-4c57-936c-be4df45be063,jondo,Legal & Compliance,Data processing agreement,"What we need
Please provide DPA or privacy documentation if customer personal data is processed.

Why this matters
Customer data must be handled according to privacy and compliance requirements.

Example / expected format
DPA attached. Data processed: name, address, email, order details, personalization data. Sub-processors listed.","DPA attached. Data processed: name, address, email, order details, personalization data. Sub-processors listed.",Attach supporting document or sample if available.,Waiting Supplier
76dd00f8-c6cf-4a3f-9cfc-baf64fe0ec26,shineon,Legal & Compliance,Data processing agreement,"What we need
Please provide DPA or privacy documentation if customer personal data is processed.

Why this matters
Customer data must be handled according to privacy and compliance requirements.

Example / expected format
DPA attached. Data processed: name, address, email, order details, personalization data. Sub-processors listed.","DPA attached. Data processed: name, address, email, order details, personalization data. Sub-processors listed.",Attach supporting document or sample if available.,Waiting Supplier
3bafc1e5-93cb-447c-ba64-a2b4de918106,jondo,Legal & Compliance,Compliance requirements,"What we need
Please provide compliance requirements, certifications or restrictions that apply to products and countries served.

Why this matters
Compliance issues can block sales, shipping or marketing claims.

Example / expected format
Product safety certification, material compliance, country restrictions, labeling requirements.","Product safety certification, material compliance, country restrictions, labeling requirements.",Attach supporting document or sample if available.,Waiting Supplier
dd8e7e71-e5f5-4905-85fd-e0c20fe522cd,shineon,Legal & Compliance,Compliance requirements,"What we need
Please provide compliance requirements, certifications or restrictions that apply to products and countries served.

Why this matters
Compliance issues can block sales, shipping or marketing claims.

Example / expected format
Product safety certification, material compliance, country restrictions, labeling requirements.","Product safety certification, material compliance, country restrictions, labeling requirements.",Attach supporting document or sample if available.,Waiting Supplier
60fd6776-769f-4e36-8752-865b342e6204,jondo,Security & Data Protection,Security certifications,"What we need
Please provide security certifications or security documentation relevant to systems, data and integrations.

Why this matters
Security documentation is required for data and system trust.

Example / expected format
SOC 2/ISO certification if available, security policy, incident response process, penetration test summary.","SOC 2/ISO certification if available, security policy, incident response process, penetration test summary.",Attach supporting document or sample if available.,Waiting Supplier
86aaa7db-489d-400c-9993-ecffcebfe7d6,shineon,Security & Data Protection,Security certifications,"What we need
Please provide security certifications or security documentation relevant to systems, data and integrations.

Why this matters
Security documentation is required for data and system trust.

Example / expected format
SOC 2/ISO certification if available, security policy, incident response process, penetration test summary.","SOC 2/ISO certification if available, security policy, incident response process, penetration test summary.",Attach supporting document or sample if available.,Waiting Supplier
dcede914-b1f7-4f33-b157-682265333d60,jondo,Security & Data Protection,Access control policy,"What we need
Please explain access controls, user permissions and how access is granted, reviewed and revoked.

Why this matters
We need assurance that customer and order data is only accessible to authorized users.

Example / expected format
Role-based access, quarterly access review, immediate revocation after employee departure.","Role-based access, quarterly access review, immediate revocation after employee departure.",Attach supporting document or sample if available.,Waiting Supplier
be41b077-a112-4cd9-9053-44fa150db10d,shineon,Security & Data Protection,Access control policy,"What we need
Please explain access controls, user permissions and how access is granted, reviewed and revoked.

Why this matters
We need assurance that customer and order data is only accessible to authorized users.

Example / expected format
Role-based access, quarterly access review, immediate revocation after employee departure.","Role-based access, quarterly access review, immediate revocation after employee departure.",Attach supporting document or sample if available.,Waiting Supplier
d65d4c6b-729d-47cb-bb6b-d020a3cc4afd,jondo,Security & Data Protection,Data retention policy,"What we need
Please provide data retention, deletion and backup rules.

Why this matters
Customer data should not be stored longer than necessary and must be recoverable when needed.

Example / expected format
Order data retained X months/years. Personalization files deleted after X days. Backups retained X days.",Order data retained X months/years. Personalization files deleted after X days. Backups retained X days.,Attach supporting document or sample if available.,Waiting Supplier
c98557f3-c128-45d9-9e9c-5a07d9bf5444,shineon,Security & Data Protection,Data retention policy,"What we need
Please provide data retention, deletion and backup rules.

Why this matters
Customer data should not be stored longer than necessary and must be recoverable when needed.

Example / expected format
Order data retained X months/years. Personalization files deleted after X days. Backups retained X days.",Order data retained X months/years. Personalization files deleted after X days. Backups retained X days.,Attach supporting document or sample if available.,Waiting Supplier
656b79f4-3a47-4529-9e8e-3e7c91eddd5c,jondo,Marketing & Brand Support,Marketing assets availability,"What we need
Please provide available marketing assets, product images, videos, copy, mockups and usage rights.

Why this matters
Assets help launch products faster and maintain brand/product accuracy.

Example / expected format
Asset library link with product images, lifestyle images, videos, copy, usage rights and expiration date if applicable.","Asset library link with product images, lifestyle images, videos, copy, usage rights and expiration date if applicable.",Attach supporting document or sample if available.,Waiting Supplier
9b7bcd36-1207-4a4e-a33e-dee184deecc1,shineon,Marketing & Brand Support,Marketing assets availability,"What we need
Please provide available marketing assets, product images, videos, copy, mockups and usage rights.

Why this matters
Assets help launch products faster and maintain brand/product accuracy.

Example / expected format
Asset library link with product images, lifestyle images, videos, copy, usage rights and expiration date if applicable.","Asset library link with product images, lifestyle images, videos, copy, usage rights and expiration date if applicable.",Attach supporting document or sample if available.,Waiting Supplier
c9c8b2d2-44d9-4199-9bd1-2da1498f060c,jondo,Marketing & Brand Support,Brand approval workflow,"What we need
Please explain brand approval workflow for assets, packaging, content and campaigns.

Why this matters
Approvals prevent incorrect or non-compliant customer-facing content.

Example / expected format
Submit asset → supplier/brand review within X days → approval/rejection comments → final approved version stored.",Submit asset → supplier/brand review within X days → approval/rejection comments → final approved version stored.,Attach supporting document or sample if available.,Waiting Supplier
d0f68652-2f64-4325-8e95-1f7ec7612c93,shineon,Marketing & Brand Support,Brand approval workflow,"What we need
Please explain brand approval workflow for assets, packaging, content and campaigns.

Why this matters
Approvals prevent incorrect or non-compliant customer-facing content.

Example / expected format
Submit asset → supplier/brand review within X days → approval/rejection comments → final approved version stored.",Submit asset → supplier/brand review within X days → approval/rejection comments → final approved version stored.,Attach supporting document or sample if available.,Waiting Supplier
addc9e82-5104-4b8a-ac7c-28ee321c5e85,jondo,Marketing & Brand Support,Content usage restrictions,"What we need
Please list content usage restrictions, brand restrictions and forbidden claims.

Why this matters
We must avoid using claims or assets that are not allowed.

Example / expected format
Forbidden claims: waterproof, lifetime guarantee, medical/health claims. Approved claims listed in guideline.","Forbidden claims: waterproof, lifetime guarantee, medical/health claims. Approved claims listed in guideline.",Attach supporting document or sample if available.,Waiting Supplier
45d2dee9-e104-43a6-a06b-bcc1a9aa46f8,shineon,Marketing & Brand Support,Content usage restrictions,"What we need
Please list content usage restrictions, brand restrictions and forbidden claims.

Why this matters
We must avoid using claims or assets that are not allowed.

Example / expected format
Forbidden claims: waterproof, lifetime guarantee, medical/health claims. Approved claims listed in guideline.","Forbidden claims: waterproof, lifetime guarantee, medical/health claims. Approved claims listed in guideline.",Attach supporting document or sample if available.,Waiting Supplier
f1b9ca6a-9fd9-4701-886b-ac520d47f780,jondo,Launch Readiness,Testing plan,"What we need
Please provide the test plan before launch covering orders, personalization, cancellation, address change, shipping, tracking, returns and finance.

Why this matters
Testing reduces launch risk and validates the end-to-end workflow.

Example / expected format
Test order 1: standard order. Test order 2: personalized order. Test cancellation. Test address change. Test tracking feed. Test invoice.",Test order 1: standard order. Test order 2: personalized order. Test cancellation. Test address change. Test tracking feed. Test invoice.,Attach supporting document or sample if available.,Waiting Supplier
35adf588-8a02-40a1-b57d-7551f5878ce0,shineon,Launch Readiness,Testing plan,"What we need
Please provide the test plan before launch covering orders, personalization, cancellation, address change, shipping, tracking, returns and finance.

Why this matters
Testing reduces launch risk and validates the end-to-end workflow.

Example / expected format
Test order 1: standard order. Test order 2: personalized order. Test cancellation. Test address change. Test tracking feed. Test invoice.",Test order 1: standard order. Test order 2: personalized order. Test cancellation. Test address change. Test tracking feed. Test invoice.,Attach supporting document or sample if available.,Waiting Supplier
e84e133d-5e47-489f-8bd1-8f51c6442418,jondo,Launch Readiness,Go-live checklist,"What we need
Please provide launch checklist with owner and status for each item.

Why this matters
A shared checklist ensures nothing is missed before launch.

Example / expected format
Catalog approved, pricing approved, API tested, test orders passed, SLA approved, support contacts confirmed, finance process validated.","Catalog approved, pricing approved, API tested, test orders passed, SLA approved, support contacts confirmed, finance process validated.",Attach supporting document or sample if available.,Waiting Supplier
5937273f-482c-4968-a38c-e7e02dace532,shineon,Launch Readiness,Go-live checklist,"What we need
Please provide launch checklist with owner and status for each item.

Why this matters
A shared checklist ensures nothing is missed before launch.

Example / expected format
Catalog approved, pricing approved, API tested, test orders passed, SLA approved, support contacts confirmed, finance process validated.","Catalog approved, pricing approved, API tested, test orders passed, SLA approved, support contacts confirmed, finance process validated.",Attach supporting document or sample if available.,Waiting Supplier
67bde68c-9c65-4615-b64a-44eae82d1f2d,jondo,Launch Readiness,Launch blockers and dependencies,"What we need
Please list blockers, dependencies and risks that can delay launch.

Why this matters
Blockers need visibility and ownership before we commit to a launch date.

Example / expected format
Blocker: API credentials not ready. Owner: supplier tech. Due date: June 10. Impact: launch cannot proceed.",Blocker: API credentials not ready. Owner: supplier tech. Due date: June 10. Impact: launch cannot proceed.,Attach supporting document or sample if available.,Waiting Supplier
ebf41a41-0d2c-4a62-9530-7dcb1ebffc14,shineon,Launch Readiness,Launch blockers and dependencies,"What we need
Please list blockers, dependencies and risks that can delay launch.

Why this matters
Blockers need visibility and ownership before we commit to a launch date.

Example / expected format
Blocker: API credentials not ready. Owner: supplier tech. Due date: June 10. Impact: launch cannot proceed.",Blocker: API credentials not ready. Owner: supplier tech. Due date: June 10. Impact: launch cannot proceed.,Attach supporting document or sample if available.,Waiting Supplier
0f3d103d-dc66-4549-ab86-4fba6b5689c2,jondo,Launch Readiness,Final approval criteria,"What we need
Please confirm final go-live approval criteria for operations, tech, finance, customer service and reporting.

Why this matters
Both teams need the same definition of readiness.

Example / expected format
Go-live approved only when catalog, pricing, test orders, tracking, SLA, support and finance are validated.","Go-live approved only when catalog, pricing, test orders, tracking, SLA, support and finance are validated.",Attach supporting document or sample if available.,Waiting Supplier
616e7ea6-2771-4692-9ce8-1021b2559737,shineon,Launch Readiness,Final approval criteria,"What we need
Please confirm final go-live approval criteria for operations, tech, finance, customer service and reporting.

Why this matters
Both teams need the same definition of readiness.

Example / expected format
Go-live approved only when catalog, pricing, test orders, tracking, SLA, support and finance are validated.","Go-live approved only when catalog, pricing, test orders, tracking, SLA, support and finance are validated.",Attach supporting document or sample if available.,Waiting Supplier
6c511e04-613e-490f-899f-093a64dfaeed,jondo,Post-Launch Support,Hypercare plan,"What we need
Please provide hypercare plan after launch: duration, support coverage, escalation and daily monitoring.

Why this matters
The first days after launch require closer monitoring and faster issue resolution.

Example / expected format
Hypercare duration: 2 weeks. Daily standup: yes. Dedicated escalation contact. Daily report sent at 09:00.",Hypercare duration: 2 weeks. Daily standup: yes. Dedicated escalation contact. Daily report sent at 09:00.,Attach supporting document or sample if available.,Waiting Supplier
666709a1-5714-4335-bf39-cfa12843a97c,shineon,Post-Launch Support,Hypercare plan,"What we need
Please provide hypercare plan after launch: duration, support coverage, escalation and daily monitoring.

Why this matters
The first days after launch require closer monitoring and faster issue resolution.

Example / expected format
Hypercare duration: 2 weeks. Daily standup: yes. Dedicated escalation contact. Daily report sent at 09:00.",Hypercare duration: 2 weeks. Daily standup: yes. Dedicated escalation contact. Daily report sent at 09:00.,Attach supporting document or sample if available.,Waiting Supplier
6ac290b8-41da-4c1d-90c0-6946cb0c9a4a,jondo,Post-Launch Support,Issue management process,"What we need
Please explain issue management process: ticketing, owner, severity, SLA, follow-up and resolution confirmation.

Why this matters
Issues need consistent tracking until closure.

Example / expected format
Issue logged → severity assigned → owner assigned → SLA timer starts → updates every X hours → closure confirmed by Tenengroup.",Issue logged → severity assigned → owner assigned → SLA timer starts → updates every X hours → closure confirmed by Tenengroup.,Attach supporting document or sample if available.,Waiting Supplier
6f312e2b-2dfc-4e1e-a7b0-563946b0156f,shineon,Post-Launch Support,Issue management process,"What we need
Please explain issue management process: ticketing, owner, severity, SLA, follow-up and resolution confirmation.

Why this matters
Issues need consistent tracking until closure.

Example / expected format
Issue logged → severity assigned → owner assigned → SLA timer starts → updates every X hours → closure confirmed by Tenengroup.",Issue logged → severity assigned → owner assigned → SLA timer starts → updates every X hours → closure confirmed by Tenengroup.,Attach supporting document or sample if available.,Waiting Supplier
bb6c8740-850a-42e9-88ad-1f5ccb1c659a,jondo,Post-Launch Support,Business review cadence,"What we need
Please propose business review cadence and topics: SLA, quality, compensation, finance, incidents and improvement plan.

Why this matters
Regular reviews keep the partnership controlled after launch.

Example / expected format
Monthly business review: SLA, late orders, defects, returns, compensation, finance disputes, improvement actions.","Monthly business review: SLA, late orders, defects, returns, compensation, finance disputes, improvement actions.",Attach supporting document or sample if available.,Waiting Supplier
c937a591-e755-45ae-8619-17b73b20f4fd,shineon,Post-Launch Support,Business review cadence,"What we need
Please propose business review cadence and topics: SLA, quality, compensation, finance, incidents and improvement plan.

Why this matters
Regular reviews keep the partnership controlled after launch.

Example / expected format
Monthly business review: SLA, late orders, defects, returns, compensation, finance disputes, improvement actions.","Monthly business review: SLA, late orders, defects, returns, compensation, finance disputes, improvement actions.",Attach supporting document or sample if available.,Waiting Supplier
806239c7-a5b8-425c-bc0c-4504f24f7ed6,jondo,Peak Season & Event Management,Event capacity plan,"What we need
Please provide event capacity plan for Valentine’s Day, Mother’s Day, Father’s Day, Christmas, Black Friday and Cyber Monday, including staffing, monitoring and escalation.

Why this matters
During peak events, any production or shipping issue has a major customer impact.

Example / expected format
Peak plan: forecast volume, daily capacity, extra staff, extended hours, escalation owner, daily monitoring report.","Peak plan: forecast volume, daily capacity, extra staff, extended hours, escalation owner, daily monitoring report.",Attach supporting document or sample if available.,Waiting Supplier
baf394c4-ca1e-4d74-a09a-2958b658c712,shineon,Peak Season & Event Management,Event capacity plan,"What we need
Please provide event capacity plan for Valentine’s Day, Mother’s Day, Father’s Day, Christmas, Black Friday and Cyber Monday, including staffing, monitoring and escalation.

Why this matters
During peak events, any production or shipping issue has a major customer impact.

Example / expected format
Peak plan: forecast volume, daily capacity, extra staff, extended hours, escalation owner, daily monitoring report.","Peak plan: forecast volume, daily capacity, extra staff, extended hours, escalation owner, daily monitoring report.",Attach supporting document or sample if available.,Waiting Supplier
9d265e57-5ac0-475d-b494-cc8b478db5d9,jondo,Peak Season & Event Management,Last safe shipping date matrix,"What we need
Please provide last safe order date, production date and shipping date by country and shipping method for each event.

Why this matters
We need to know the last possible date to promise delivery on time.

Example / expected format
Country | Method | Last order date | Last production completion date | Last ship date | Expected delivery date",Country | Method | Last order date | Last production completion date | Last ship date | Expected delivery date,Attach supporting document or sample if available.,Waiting Supplier
c81b34f3-433c-4ff2-8fce-2434d47b1b52,shineon,Peak Season & Event Management,Last safe shipping date matrix,"What we need
Please provide last safe order date, production date and shipping date by country and shipping method for each event.

Why this matters
We need to know the last possible date to promise delivery on time.

Example / expected format
Country | Method | Last order date | Last production completion date | Last ship date | Expected delivery date",Country | Method | Last order date | Last production completion date | Last ship date | Expected delivery date,Attach supporting document or sample if available.,Waiting Supplier
0e1f862b-c0a5-4b70-bae8-32e79188f5da,jondo,Peak Season & Event Management,Missed cutoff process,"What we need
Please confirm the process when a supplier cutoff is missed. We expect automatic shipping upgrade until the last express cutoff. If the last express cutoff is missed, provide the affected order list immediately and propose free order + urgent method where applicable.

Why this matters
Missed event cutoffs require immediate recovery and compensation.

Example / expected format
Order misses standard cutoff → upgrade to express. Order misses express cutoff → same-day affected list + compensation proposal.",Order misses standard cutoff → upgrade to express. Order misses express cutoff → same-day affected list + compensation proposal.,Attach supporting document or sample if available.,Waiting Supplier
2fed4dbc-1a78-40dc-a6af-9cb450c5dc00,shineon,Peak Season & Event Management,Missed cutoff process,"What we need
Please confirm the process when a supplier cutoff is missed. We expect automatic shipping upgrade until the last express cutoff. If the last express cutoff is missed, provide the affected order list immediately and propose free order + urgent method where applicable.

Why this matters
Missed event cutoffs require immediate recovery and compensation.

Example / expected format
Order misses standard cutoff → upgrade to express. Order misses express cutoff → same-day affected list + compensation proposal.",Order misses standard cutoff → upgrade to express. Order misses express cutoff → same-day affected list + compensation proposal.,Attach supporting document or sample if available.,Waiting Supplier
056aba13-d679-4285-ac11-3e55fc409a6c,jondo,Peak Season & Event Management,Daily orders-at-risk reporting,"What we need
Please confirm daily morning reporting of orders at risk before event delivery deadlines, based on current tracking and production status.

Why this matters
We need to know which orders may miss event delivery before customers complain.

Example / expected format
Daily report: order ID, customer country, tracking status, ETA, risk reason, recovery action, compensation status.","Daily report: order ID, customer country, tracking status, ETA, risk reason, recovery action, compensation status.",Attach supporting document or sample if available.,Waiting Supplier
cffb1455-330f-4f3c-9a2b-4b039dafe264,shineon,Peak Season & Event Management,Daily orders-at-risk reporting,"What we need
Please confirm daily morning reporting of orders at risk before event delivery deadlines, based on current tracking and production status.

Why this matters
We need to know which orders may miss event delivery before customers complain.

Example / expected format
Daily report: order ID, customer country, tracking status, ETA, risk reason, recovery action, compensation status.","Daily report: order ID, customer country, tracking status, ETA, risk reason, recovery action, compensation status.",Attach supporting document or sample if available.,Waiting Supplier
570a8901-6198-47f9-bdb8-191863f18e45,jondo,Peak Season & Event Management,Event delivery compensation process,"What we need
Please define compensation rules for event orders delivered late or at risk, including shipping reimbursement, free order, credit note and carrier claim process.

Why this matters
Event misses are highly sensitive and compensation must be clear before peak season.

Example / expected format
If event delivery is missed due to supplier/carrier issue: shipping credited, carrier claim opened, free replacement considered depending on case.","If event delivery is missed due to supplier/carrier issue: shipping credited, carrier claim opened, free replacement considered depending on case.",Attach supporting document or sample if available.,Waiting Supplier
3b9a4c07-6176-42d8-8519-75e04d4e926e,shineon,Peak Season & Event Management,Event delivery compensation process,"What we need
Please define compensation rules for event orders delivered late or at risk, including shipping reimbursement, free order, credit note and carrier claim process.

Why this matters
Event misses are highly sensitive and compensation must be clear before peak season.

Example / expected format
If event delivery is missed due to supplier/carrier issue: shipping credited, carrier claim opened, free replacement considered depending on case.","If event delivery is missed due to supplier/carrier issue: shipping credited, carrier claim opened, free replacement considered depending on case.",Attach supporting document or sample if available.,Waiting Supplier
